,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
145,-0.2023,2018-06-09 23:38:54,0.924,0.076,0.0,nytimes,"RT @JustinWolfers: Average tariff rates charged by G-7 nations:
USA: 1.6%
EU: 1.6%
UK: 1.6%
Italy: 1.6%
Germany: 1.6%
France: 1.6%
Japan: 1…",146
146,0.0,2018-06-09 23:38:54,1.0,0.0,0.0,CNN,"“Canadians, we’re polite, we’re reasonable, but we’re not your Bitch” paraphrasing a bit. https://t.co/X7loZqEmmG",147
147,0.0,2018-06-09 23:38:54,1.0,0.0,0.0,CNN,Uysal koyun değilim diyor. https://t.co/VjvAtljAdm,148
148,-0.6486,2018-06-09 23:38:54,0.806,0.194,0.0,CNN,RT @CNN: News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyteller and chef…,149
149,0.0,2018-06-09 23:38:54,1.0,0.0,0.0,CNN,"The woman who gave her baby to cop in viral story is now in recovery

https://t.co/U2LMejylAf",150
150,0.4648,2018-06-09 23:38:53,0.551,0.155,0.294,CNN,RT @kenpinkela: PLEASE Keep Sharing this information:  How to get help for someone who might be suicidal @CNN https://t.co/1fwZa3oplv #8002…,151
151,0.34,2018-06-09 23:38:53,0.746,0.082,0.172,CNN,"RT @jimsciutto: And in response, Trump says he will no longer endorse G7 communique. Please explain how that is strategic rather than react…",152
152,-0.5994,2018-06-09 23:38:53,0.776,0.224,0.0,CNN,"RT @Amy_Siskind: Trump arrived late to the breakfast on empowering women, missing Trudeau's introduction,
then complained Russia wasn't the…",153
153,-0.296,2018-06-09 23:38:53,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,154
154,-0.4767,2018-06-09 23:38:53,0.866,0.134,0.0,CNN,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",155
155,0.34,2018-06-09 23:38:53,0.746,0.082,0.172,CNN,"RT @jimsciutto: And in response, Trump says he will no longer endorse G7 communique. Please explain how that is strategic rather than react…",156
156,-0.296,2018-06-09 23:38:53,0.905,0.095,0.0,CNN,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,157
157,0.2732,2018-06-09 23:38:53,0.876,0.0,0.124,CNN,"RT @jaketapper: Even if you side with this president over those who challenge him and his administration, it is important to remember the p…",158
158,-0.4767,2018-06-09 23:38:53,0.866,0.134,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",159
159,0.0,2018-06-09 23:38:53,1.0,0.0,0.0,FoxNews,@FoxNews @replouiegohmert i guess this guy's not big on facts🤔,160
160,-0.6705,2018-06-09 23:38:53,0.421,0.579,0.0,nytimes,I Have Post-Brokeness Stress Disorder https://t.co/0vIoRGCzVD https://t.co/ixETrv060u,161
161,-0.765,2018-06-09 23:38:53,0.732,0.268,0.0,nytimes,"RT @jayrosen_nyu: The marginalization of science, the contempt for diplomats, the impatience with briefers, the refusal to prepare for meet…",162
162,-0.5859,2018-06-09 23:38:53,0.78,0.22,0.0,CBSNews,RT @CBSNews: Fire department issues warning about kids getting burned by garden hoses left in the sun https://t.co/26BU9veuDz https://t.co/…,163
163,0.0,2018-06-09 23:38:53,1.0,0.0,0.0,FoxNews,@FoxNews @replouiegohmert So sayeth the Trumpian pimp.,164
164,-0.3182,2018-06-09 23:38:52,0.859,0.141,0.0,CBSNews,@MoralThug @Vickie627 @PopeJFK @Heather4amazon @mauritian_strug If you are anti- birth control- you are pro-abortio… https://t.co/NvbTQ22n2W,165
165,-0.4215,2018-06-09 23:38:52,0.797,0.203,0.0,nytimes,Yankees Put Masahiro Tanaka on the D.L. After a Base-Running Injury https://t.co/AM6dAfK2Ne https://t.co/3n323OKxnP,166
166,0.7003,2018-06-09 23:38:52,0.784,0.0,0.216,CNN,"RT @thebradfordfile: In the name of world peace, please tell me Jim Acosta will not be anywhere near the Singapore Summit.

Cc: @CNN",167
167,-0.0516,2018-06-09 23:38:52,0.811,0.099,0.09,CNN,"RT @CNNPolitics: Canadian Prime Minister Justin Trudeau says he will with ""absolute certainty"" impose retaliatory measures on July 1 to ans…",168
168,-0.4184,2018-06-09 23:38:52,0.878,0.122,0.0,CNN,RT @AMErikaNGIRLBOT: Smack down ! ⬇️Watch Our Sarah Sanders @PressSec own Cuomo from the Clinton News Network! #CNN “Democrats Have No Mess…,169
169,0.0,2018-06-09 23:38:52,1.0,0.0,0.0,CNN,@CNN Dollar for a dollar. Yaay!,170
170,0.0,2018-06-09 23:38:52,1.0,0.0,0.0,CNN,RT @CNNEE: La delación premiada y el éxito de la investigación Lava Jato https://t.co/hwd2PscRVX,171
171,0.5709,2018-06-09 23:38:52,0.844,0.0,0.156,FoxNews,"@FoxNews This time next week the U.S. President will have more affection for North Korea than Canada.

In the meant… https://t.co/xo44NFimkD",172
172,0.4019,2018-06-09 23:38:51,0.891,0.0,0.109,nytimes,"RT @nytopinion: When Anthony Bourdain visited the San Francisco Bay Area, he sat down with Black Panther Party founder Bobby Seale and prov…",173
173,0.8164,2018-06-09 23:38:51,0.605,0.0,0.395,BBCWorld,"@GeorgeTakei My dear George, have you seen this?

Hope it brings a smile to your face.

https://t.co/Qzg581syET",174
174,0.4404,2018-06-09 23:38:51,0.674,0.0,0.326,nytimes,Selling the Protected Area Myth https://t.co/ESCbDiKRy5 https://t.co/yqK9phEopH,175
175,0.0,2018-06-09 23:38:51,1.0,0.0,0.0,nytimes,RT @kylegriffin1: A federal judge has ruled that Trump and Michael Cohen cannot proceed in total secrecy as they weigh in on the final stag…,176
176,0.7783,2018-06-09 23:38:51,0.709,0.0,0.291,CNN,"RT @michele_norris: Hoping @CNN does another @Bourdain tribute but this time focused on his producers , camera crews &amp; fixers who created t…",177
177,-0.4476,2018-06-09 23:38:51,0.827,0.173,0.0,CNN,"@BigBoyGoose1 @amber_athey @DonaldJTrumpJr @CNN You and Rudy? You work together? Really? I mean..., seriously? That… https://t.co/e0TUtEOVyE",178
178,-0.5413,2018-06-09 23:38:50,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,179
179,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,nytimes,"Lorraine Gordon, Keeper of the Village Vanguard Flame, Dies at 95 https://t.co/iYT2L4KyCR https://t.co/eB2dXkZYkZ",180
180,-0.7184,2018-06-09 23:38:50,0.654,0.288,0.058,nytimes,"RT @CREWcrew: Paul Manafort is in deep legal trouble. Is he going to cut his losses and cooperate with Mueller?
https://t.co/vtoePD4kox",181
181,0.2732,2018-06-09 23:38:50,0.861,0.0,0.139,FoxNews,"RT @mikeroweworks: #Class, #guts, and #dignity. 
A #life well #lived.
#Read - https://t.co/5UUqhvoIdD
#CharlesKrauthammer @FoxNews https://…",182
182,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",183
183,-0.7814,2018-06-09 23:38:50,0.754,0.246,0.0,FoxNews,"RT @RodStryker: It's so refreshing to hear @POTUS Trump blatantly blast fake news CNN everytime.

He calls out this moron &amp; reinforces our…",184
184,-0.4767,2018-06-09 23:38:50,0.866,0.134,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",185
185,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,CNN,"RT @thebradfordfile: The G-7 is having a discussion on climate change without Trump.

Why?

President Trump is flying to Singapore to work…",186
186,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,CNN,RT @FrankLuntz: .@JakeTapper posts a link from 5 years ago about Obama cracking down on journalists (including @JamesRosenTV) and the prece…,187
187,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,CNN,"RT @thebradfordfile: The G-7 is having a discussion on climate change without Trump.

Why?

President Trump is flying to Singapore to work…",188
188,-0.4767,2018-06-09 23:38:50,0.866,0.134,0.0,CNN,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",189
189,-0.3612,2018-06-09 23:38:50,0.889,0.111,0.0,CNN,"RT @mike_Zollo: A reporter asked President Trump a ridiculous question and Trump said, who are you with. The so called reporter replied, CN…",190
190,0.0,2018-06-09 23:38:50,1.0,0.0,0.0,CNN,"RT @FoxNews: President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell that to your f…",191
191,-0.7814,2018-06-09 23:38:50,0.754,0.246,0.0,CNN,"RT @RodStryker: It's so refreshing to hear @POTUS Trump blatantly blast fake news CNN everytime.

He calls out this moron &amp; reinforces our…",192
192,0.765,2018-06-09 23:38:49,0.581,0.128,0.291,CNN,RT @CNN: The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is showing signs o…,193
193,0.5994,2018-06-09 23:38:49,0.584,0.124,0.292,nytimes,RT @Billbrowder: Fitting and important NYT obituary honoring the brave theatre productions of Elena Gremina and Mikhail Ugarov who died in…,194
194,-0.4588,2018-06-09 23:38:49,0.8,0.2,0.0,nytimes,Body of Woman Attacked by an Alligator Is Found in Florida https://t.co/EHLq0roTo1 https://t.co/oDuPy7oE8X,195
195,0.0,2018-06-09 23:38:49,1.0,0.0,0.0,FoxNews,@EMichaelTee1 @FoxNews @realDonaldTrump @RichEdsonDC That’s actually how liberal live &amp; think !,196
196,-0.5267,2018-06-09 23:38:49,0.793,0.207,0.0,FoxNews,RT @LadyKnightFury: When you can tell a #FakeNews Reporter just by their stupid question 😏https://t.co/d43htUORt8,197
197,-0.7783,2018-06-09 23:38:49,0.702,0.298,0.0,FoxNews,RT @CMVCat: @jtmnm91 @Ronan4Progress Why isn't #SamuelRonan trending this #SaturdayMorning?  This is a horrific arrest of a veteran and pol…,198
198,0.128,2018-06-09 23:38:49,0.909,0.0,0.091,FoxNews,"Belmont Stakes' Triple Crown contender, start time, odds and everything else about the horse race https://t.co/p2nrLP9yAj",199
199,-0.3612,2018-06-09 23:38:49,0.772,0.143,0.085,CNN,"RT @PoliticalShort: CNN is a complete and utter joke. What a pathetic hack of a question. Trump was right to call this ""reporter"" out. 

ht…",200
200,-0.3612,2018-06-09 23:38:49,0.772,0.143,0.085,FoxNews,"RT @PoliticalShort: CNN is a complete and utter joke. What a pathetic hack of a question. Trump was right to call this ""reporter"" out. 

ht…",201
201,-0.5994,2018-06-09 23:38:49,0.865,0.135,0.0,CNN,RT @CNN: Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to a tailor belove…,202
202,0.5859,2018-06-09 23:38:48,0.847,0.0,0.153,CNN,"RT @cnnbrk: Justify becomes the 13th thoroughbred to win the Triple Crown, finishing first at the Belmont Stakes. It's trainer Bob Baffert'…",203
203,0.0,2018-06-09 23:38:48,1.0,0.0,0.0,CNN,https://t.co/o9W4a5mfh9,204
204,0.34,2018-06-09 23:38:48,0.746,0.082,0.172,CNN,"RT @jimsciutto: And in response, Trump says he will no longer endorse G7 communique. Please explain how that is strategic rather than react…",205
205,-0.5423,2018-06-09 23:38:48,0.759,0.241,0.0,nytimes,Salmonella Outbreak That Sickened 60 Is Linked to Pre-Cut Melons https://t.co/SWPDRlVver https://t.co/W86DbrVeZ7,206
206,-0.5994,2018-06-09 23:38:48,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",207
207,0.0,2018-06-09 23:38:47,1.0,0.0,0.0,FoxNews,I thought there was a 10 year term limit on the FBI directorship https://t.co/yNRAbH5QKq,208
208,0.7906,2018-06-09 23:38:47,0.68,0.0,0.32,FoxNews,"@FoxNews @VP @realDonaldTrump Whether or not anyone wants to admit it, this president acts in the best interests of… https://t.co/dVZOsZRIzA",209
209,0.5719,2018-06-09 23:38:47,0.709,0.0,0.291,nytimes,Belmont Stakes 2018: Justify Wins the Triple Crown https://t.co/T0h3cUsycS https://t.co/fLWAm7Sc6T,210
210,0.765,2018-06-09 23:38:47,0.591,0.0,0.409,FoxNews,@TJMAGA25 @Lisab1216 @rcaldw @FoxNews Then why are you giving him credit for GDP growth?,211
211,-0.5413,2018-06-09 23:38:47,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,212
212,-0.1027,2018-06-09 23:38:46,0.928,0.072,0.0,FoxNews,"RT @FoxNews: During a briefing on Tuesday,  @WhiteHouse @PressSec Sarah Sanders stated that ""the president has worked increasingly hard"" to…",213
213,-0.3657,2018-06-09 23:38:46,0.901,0.099,0.0,nytimes,"RT @carlzimmer: As Trump prepares to meet Kim Jong-un of North Korea to negotiate denuclearization, 
""he is doing so without the help of a…",214
214,-0.1531,2018-06-09 23:38:46,0.897,0.103,0.0,nytimes,Judge Stops Deportation of a New York Pizza Delivery Man - The New York Times #SmartNews  https://t.co/YBDp0MglqH,215
215,-0.296,2018-06-09 23:38:46,0.896,0.104,0.0,nytimes,"RT @LegalAidNYC: “The focus was to stop him from getting removed this weekend,” @Gregoire1125, supervising attorney for the immigration uni…",216
216,-0.727,2018-06-09 23:38:46,0.539,0.336,0.124,FoxNews,@AltUSPressSec @FoxNews @replouiegohmert Yup! He was! Glad how these people then on their LIES! it's sickening!,217
217,0.1027,2018-06-09 23:38:46,0.78,0.103,0.117,FoxNews,"RT @DonaldJTrumpJr: Nancy Pelosi: ""Hip hip hooray, unemployment is down. What does that mean to me and my life?”

She actually said that. T…",218
218,-0.4215,2018-06-09 23:38:46,0.887,0.113,0.0,FoxNews,"RT @JessieJaneDuff: When it comes to the Iran nuclear deal, the Obama administration was a bottomless pit of lies &amp; deciet to the American…",219
219,0.0,2018-06-09 23:38:46,1.0,0.0,0.0,CBSNews,RT @CBSNews: Doctors told her parents she likely wouldn't live long— then that she would never walk. This 19-year-old with cerebral palsy s…,220
220,-0.296,2018-06-09 23:38:45,0.909,0.091,0.0,FoxNews,RT @RealJamesWoods: What a snake oil salesman this charlatan was. A real piece of work. No wonder he sealed every record there ever was of…,221
221,0.6369,2018-06-09 23:38:45,0.574,0.0,0.426,FoxNews,@FoxNews @foxandfriends @RCamposDuffy @FLOTUS With gentle meaningful words&amp; class,222
222,0.0,2018-06-09 23:38:45,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",223
223,-0.9439,2018-06-09 23:38:44,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",224
224,0.5574,2018-06-09 23:38:44,0.709,0.084,0.206,FoxNews,"@FoxNews @POTUS He is right, especially recent the US press has fallen off the wagon. Not Fox News Tucker's been doing a pretty good job.",225
225,0.0387,2018-06-09 23:38:44,0.668,0.183,0.149,nytimes,"RT @davidaxelrod: Confronting our friends and coddling our foes seems like a weird strategy.  But, hey, we’re talking about a guy who had a…",226
226,-0.4019,2018-06-09 23:38:44,0.87,0.13,0.0,FoxNews,RT @heyitsmeCarolyn: 'Bring on the Recession': Bill Maher 'Hoping' for Economic Crash to Oust Trump 🤔 #LiberalismIsAMentalDisorder https://…,227
227,0.5709,2018-06-09 23:38:44,0.85,0.0,0.15,FoxNews,"RT @RealJamesWoods: When the #Left and their media errand boys can’t handle yet more winning by #Trump, they invariably start this nonsense…",228
228,-0.7269,2018-06-09 23:38:44,0.596,0.404,0.0,FoxNews,"@thehill;@FoxNews;@ABCNews;@CBSNews;@NBCNews
You can see the contempt on @POTUS face. She loses.",229
229,0.1779,2018-06-09 23:38:44,0.677,0.135,0.188,FoxNews,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra

https://t.co/JORlvqffcf",230
230,-0.7269,2018-06-09 23:38:44,0.596,0.404,0.0,CBSNews,"@thehill;@FoxNews;@ABCNews;@CBSNews;@NBCNews
You can see the contempt on @POTUS face. She loses.",231
231,0.0,2018-06-09 23:38:44,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",232
232,-0.4019,2018-06-09 23:38:43,0.876,0.124,0.0,CBSNews,"RT @keithboykin: Trump blames President Obama, not Russian President Vladimir Putin, for Russia's invasion of Ukraine and annexation of Cri…",233
233,0.0,2018-06-09 23:38:43,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",234
234,-0.7772,2018-06-09 23:38:43,0.726,0.274,0.0,FoxNews,"RT @President1Trump: “Who are you with, out of curiosity”! I figured. fake news @CNN”!  President @realDonaldTrump rips fake news CNN repor…",235
235,0.5709,2018-06-09 23:38:42,0.85,0.0,0.15,FoxNews,"RT @RealJamesWoods: When the #Left and their media errand boys can’t handle yet more winning by #Trump, they invariably start this nonsense…",236
236,-0.7772,2018-06-09 23:38:42,0.726,0.274,0.0,FoxNews,"RT @President1Trump: “Who are you with, out of curiosity”! I figured. fake news @CNN”!  President @realDonaldTrump rips fake news CNN repor…",237
237,0.0,2018-06-09 23:38:42,1.0,0.0,0.0,FoxNews,#AmericaFirst https://t.co/CNJA1IKw0Y,238
238,-0.2263,2018-06-09 23:38:41,0.725,0.159,0.116,FoxNews,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage

https://t.co/nqM7vug3hB

Shared from my Google feed",239
239,0.0,2018-06-09 23:38:41,1.0,0.0,0.0,FoxNews,"RT @JBaker31826004: @FoxNews @realDonaldTrump I keep seeing this picture of Trump saying ""NO"" to the kids. https://t.co/IZ7VPgWz2M",240
240,0.0,2018-06-09 23:38:41,1.0,0.0,0.0,FoxNews,RT @FoxNews: German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the official ord…,241
241,-0.4215,2018-06-09 23:38:41,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",242
242,0.0,2018-06-09 23:38:41,1.0,0.0,0.0,nytimes,RT @ayakojitsu: 元トロカデロ、3月にENBに入団したジェンダーフルイドのチェイス・ジョンジーが、「眠れる森の美女」の宮廷女性役でデビュー。入団から約9Kg減量して臨んだとの事。ジェンダーの役割が明確な古典バレエにおいて男性ダンサーがジョークにすることなく女性役を…,243
243,0.0,2018-06-09 23:38:41,1.0,0.0,0.0,nytimes,.@mmfa @moveon @dailykos @motherjones @slate @washingtonpost @nytimes @cnn @msnbc @barackobama @michelleObama… https://t.co/GrdIMFVNRr,244
244,0.0,2018-06-09 23:38:40,1.0,0.0,0.0,FoxNews,RT @Jamierodr10: 🇺🇸@chrisprudhome: In my eyes President Trump is doing more for the Minority members of the community than any other Presid…,245
245,0.0,2018-06-09 23:38:40,1.0,0.0,0.0,FoxNews,@ShlomoIndiana @FoxNews @realDonaldTrump @BarackObama @SenSchumer @NancyPelosi There is a major difference between… https://t.co/Vn57LDudR7,246
246,0.0,2018-06-09 23:38:40,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",247
247,-0.2732,2018-06-09 23:38:40,0.633,0.228,0.139,FoxNews,"RT @prayingmedic: A twenty-something know-it-all CNN reporter meets the leader of the free world.
Ignorance can be painful.
https://t.co/JE…",248
248,0.0772,2018-06-09 23:38:40,0.929,0.0,0.071,FoxNews,"@FoxNews @Lavarbigballer @POTUS #1 you’d never be invited, he already has your number  #2 @KingJames already tried… https://t.co/EkS3bCZQZO",249
249,-0.5859,2018-06-09 23:38:40,0.654,0.246,0.1,FoxNews,"RT @FoxNews: .@VP on Singapore summit: ""After years of failed policies and broken promises last year, President @realDonaldTrump ended the…",250
250,-0.296,2018-06-09 23:38:40,0.905,0.095,0.0,FoxNews,"RT @FoxNews: At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by other nations.…",251
251,-0.5267,2018-06-09 23:38:40,0.793,0.207,0.0,FoxNews,RT @LadyKnightFury: When you can tell a #FakeNews Reporter just by their stupid question 😏https://t.co/d43htUORt8,252
252,0.7574,2018-06-09 23:38:39,0.735,0.0,0.265,nytimes,"@nytimes PBD stands w/Freedom Seeking &amp; Loving Russians Fair Elections &amp; Change of Power!
PBD: Arab Spring"" &amp; Tiena… https://t.co/vjhLnDZKk2",253
253,0.5859,2018-06-09 23:38:39,0.833,0.0,0.167,nytimes,RT @KensingtonBooks: Did you see this @nytimesbooks must-read list? DON'T BELIEVE IT by @CharlieDonlea is in some amazing company: https://…,254
254,-0.5994,2018-06-09 23:38:39,0.803,0.197,0.0,FoxNews,"RT @RealJamesWoods: Its ALWAYS some snake oil, slime ball, back door, stealth shit with the Clintons. Can these people even breathe without…",255
255,-0.128,2018-06-09 23:38:39,0.662,0.185,0.152,FoxNews,RT @foxandfriends: Trump says he'll ask protesting athletes for pardon referrals https://t.co/9Zuii6894N,256
256,-0.5413,2018-06-09 23:38:39,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,257
257,-0.4767,2018-06-09 23:38:39,0.866,0.134,0.0,FoxNews,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News CNN. The wo…",258
258,0.5633,2018-06-09 23:38:39,0.824,0.0,0.176,FoxNews,Mr Gowdy’s sounding more and more like Elijah Cummings and John Lewis everyday! Promulgating falsehoods! They made… https://t.co/xEEVmDIWi8,259
259,0.128,2018-06-09 23:38:39,0.88,0.0,0.12,nytimes,"A Secretive Investor in Triple Crown Contender Justify: George Soros https://t.co/LOOzDMoQ27

ASSHOLE @GeorgeSoros",260
260,-0.5413,2018-06-09 23:38:38,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,261
261,-0.7906,2018-06-09 23:38:38,0.504,0.395,0.101,FoxNews,"1,000 illegal immigrants bused to California federal prison for detention

https://t.co/xzAZy7OsNH

Shared from my Google feed",262
262,0.0,2018-06-09 23:38:38,1.0,0.0,0.0,nytimes,"RT @HouseDemocrats: Then: Republicans said they would keep protections for people with preexisting conditions.

Now: The Trump administrati…",263
263,0.0,2018-06-09 23:38:38,1.0,0.0,0.0,FoxNews,"RT @Farberyanki: President @realDonaldTrump is on his way to Singapore for a historic meeting with North Korean leader Kim Jong Un 

Clinto…",264
264,0.3818,2018-06-09 23:38:38,0.776,0.0,0.224,FoxNews,"RT @FoxNews: President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",265
265,0.0,2018-06-09 23:38:37,1.0,0.0,0.0,nytimes,@KatyTurNBC @MSNBC @CNN @AriMelber @CoryBooker @KamalaHarris @FBI @chrislhayes @maddow @PhilMurphyNJ @MaddowBlog… https://t.co/hFbgD2LkIM,266
266,0.0,2018-06-09 23:38:37,1.0,0.0,0.0,FoxNews,"RT @FoxNews: Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask President Obama, be…",267
267,-0.5413,2018-06-09 23:38:37,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,268
268,-0.8172,2018-06-09 23:38:37,0.746,0.254,0.0,FoxNews,"RT @RealJack: RETWEET if you think Fake News CNN is the worst!

After a question, President Trump asked a reporter, “Who are you with out o…",269
269,0.8176,2018-06-09 23:38:36,0.717,0.0,0.283,CBSNews,"RT @CBSNews: Justify wins the 150th Belmont Stakes, becoming the 13th horse in history to win the Triple Crown https://t.co/0NO3ihaHKB http…",270
270,-0.5413,2018-06-09 23:38:36,0.857,0.143,0.0,FoxNews,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,271
271,0.0,2018-06-09 23:38:36,1.0,0.0,0.0,FoxNews,@buildthatwall45 @ResistanceNOW77 @FoxNews @POTUS Bot,272
272,0.2755,2018-06-09 23:38:36,0.883,0.0,0.117,FoxNews,"RT @FoxNews: .@VP on North Korea summit: ""We will not repeat the mistakes of the past."" https://t.co/vkdzKjHLD1",273
273,-0.5194,2018-06-09 23:38:35,0.749,0.251,0.0,nytimes,"RT @paulkrugman: Strange to say, I was not impressed by Trump's performance at the G7 https://t.co/YuwbtKaB2x",274
274,-0.7351,2018-06-09 23:38:35,0.744,0.256,0.0,FoxNews,RT @Aledemar1M: Political strategy: Nefarious health program of the #Socialist Regime of #Venezuela wants the sick and weak population for…,275
275,0.0,2018-06-09 23:38:34,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",276
276,0.4648,2018-06-09 23:38:34,0.862,0.0,0.138,nytimes,"RT @RickOhioImBack: TRUTH

@AliWatkins  A 26-yr old #NYTimes reporter

Was having sex with #Wolfe #Leaker

Ask yourself 

WHY DO U THINK SH…",277
277,-0.7003,2018-06-09 23:38:34,0.734,0.266,0.0,nytimes,RT @President1Trump: Trump says U.S. will no longer be ‘piggy bank’ for the world to Rob #AmericaFirst  https://t.co/7engmE8GUh,278
278,-0.2023,2018-06-09 23:38:33,0.924,0.076,0.0,nytimes,"RT @JustinWolfers: Average tariff rates charged by G-7 nations:
USA: 1.6%
EU: 1.6%
UK: 1.6%
Italy: 1.6%
Germany: 1.6%
France: 1.6%
Japan: 1…",279
279,-0.5106,2018-06-09 23:38:32,0.875,0.125,0.0,nytimes,RT @shearm: Rarely — if ever — has there been the kind of visceral and unanimous outrage at an American president. My story about what @rea…,280
280,0.0772,2018-06-09 23:38:32,0.944,0.0,0.056,nytimes,"RT @nytimes: In November 2017, @nytimesbooks asked Anthony Bourdain who he'd want to write his life story. His response? ""I already wrote i…",281
281,0.9061,2018-06-09 23:38:32,0.345,0.111,0.544,BBCWorld,A great achievement at a frustrating meeting. So happy that #girls #education is winning support https://t.co/mSRwgxArNL,282
282,-0.5859,2018-06-09 23:38:31,0.833,0.167,0.0,CBSNews,"RT @Russian_Starr: So, Donald Trump said Barack Obama ""let Russia"" take Crimea. This is complete bullshit and here's why. https://t.co/RKFu…",283
283,0.0,2018-06-09 23:38:31,1.0,0.0,0.0,nytimes,"RT @ColinKahl: At the G-7 summit, Team Trump has objected to including the phrase “rules-based international order” in the final communique…",284
284,0.3612,2018-06-09 23:38:30,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",285
285,0.0,2018-06-09 23:38:30,1.0,0.0,0.0,BBCWorld,@theRealYLH @ImranKhanPTI @TheZeinabBadawi @BBCWorld @BBCHARDtalk She caught his BS right from the start.. that’s w… https://t.co/chb4LCWe5T,286
286,0.0,2018-06-09 23:38:30,1.0,0.0,0.0,CBSNews,"RT @IamGMJohnson: They thought he was gay
They fed him animal feces
They beat him
They burned him with cigarettes
They thought he was gay…",287
287,-0.6486,2018-06-09 23:38:30,0.656,0.255,0.089,nytimes,"RT @mattblaze: Among the daily barrage of acutely disturbing outrages, a quieter, more insidious one: the banishment of competent science a…",288
